,S_MASS,P_PERIOD,P_DISTANCE,P_HABITABLE
2142,0.9,26.964432,0.1773,0
2143,0.97,59.622526,0.3059,0
2144,1.07,2.5347563,0.0339,0
2145,0.8,2.9704144,0.0378,0
2146,0.89,100.82741,0.4029,0
2147,1.09,22.804,0.165118,0
2148,1.0,23.9802,0.16049,0
2149,0.93,87.517905,0.49764,0
2150,1.08,157.07288,0.586,0
2151,0.93,14.9111,0.115769,0
2152,0.93,6.0984882,0.063969578,0
2153,0.84,13.227134,0.1027,0
2154,0.87,17.91323,0.13,0
2155,0.82,35.617606,0.1916,0
2156,1.08,11.419094,0.107,0
2157,1.5,1.21987,0.0239,0
2158,1.03,1919.0,3.4769533,0
2159,1.19,3117.0,4.7844,0
2160,0.58,9.0497,0.070835885,0
2161,1.2,8.8720982,0.096123526,0
2162,0.58,2.38839,0.02938518,0
2163,0.85,493.7,1.1720269,0
2164,0.85,10256.0,10.83456,0
2165,1.34,10066.0,10.17272,0
2167,0.95,34.524,0.20774448,0
2168,0.5,691.9,1.221525,0
2170,1.13,60.085508,0.3148,0
2171,0.97,105.30331,0.4238,0
2172,0.82,7.9643153,0.0734,0
2173,1.22,2.7073067,0.0397,0
2174,0.64,82.534252,0.3104,0
2175,1.03,4.0138379,0.050073065,0
2176,1.68,1.744579,0.0338,0
2177,1.16,25.33798,0.17886071,0
2178,0.36,32.939623,0.145758,1
2179,0.9,37.46849,0.2116,0
2180,0.99,10.91647,0.095970163,0
2182,0.99,55.63934,0.2901,0
2183,0.89,17.423952,0.1311,0
2184,0.8,27.453592,0.166428,0
2185,1.15,7.0393255,0.0734,0
2186,0.86,49.607733,0.2508,0
2187,1.05,0.53835431,0.0127,0
2188,1.12,5.6537773,0.0626,0
2190,1.6,14.800748,0.1633,0
2191,0.97,70.697906,0.328,0
2192,0.56,1.1511665,0.0177,0
2193,1.02,99.747622,0.3907,0
2194,0.46,3160.0,3.337125,0
2195,0.46,8799.0,6.5099294,0
2199,0.89,2.4669744,0.0333,0
2201,9.06,121.71,0.5624625,0
2202,0.7,29.158,0.16569644,0
2204,0.54,10.50534,0.0752,0
2205,0.88,14.70886,0.11327685,0
2206,0.8,36.07,0.19802227,0
2207,0.98,12085.452,10.265801,0
2208,1.7,495.4,1.554675,0
2211,1.21,7.2569652,0.0765,0
2212,0.57,22.085576,0.13,0
2213,0.22,3285.0,2.6,0
2214,1.0,130.35469,0.5183,0
2215,1.03,7.8866311,0.0762,0
2216,1.52,3.3773512,0.050722265,0
2217,0.92,38.50534,0.2159,0
2219,1.33,3.67724,0.051,0
2220,0.54,2.930289,0.0364548,0
2221,0.91,1.9078052,0.0295,0
2222,0.44,284.39,0.67882856,0
2223,1.02,3.2141,0.0511,0
2224,0.02,7300000.0,243.0,0
2225,1.15,198.4,0.691242,0
2226,1.4,66.5419,0.36006227,0
2227,1.4,98.2114,0.4601603,0
2228,1.15,559.3,1.3715782,0
2229,0.97,101.54,0.4385424,0
2230,1.1,1.796,0.03,0
2231,0.51,5.7209201,0.0501,0
2232,0.14,2.02087,0.016369412,0
2233,1.27,48.630408,0.280126,0
2234,1.2,59.73667,0.32,0
2235,1.2,210.60697,0.71,0
2236,0.61,1.0418777,0.0171,0
2237,0.65,2.8062423,0.0328,0
2238,0.71,7.7485,0.068589046,0
2239,0.09,4.049219,0.02227078,1
2241,1.32,83.8911,0.423,0
2243,1.0,5480.0,5.0,0
2244,1.52,330.0,1.0752893,0
2245,0.51,7.113702,0.058,0
2246,1.02,25.09849,0.168,0
2247,0.79,21.301848,0.13968117,0
2248,0.79,39.792262,0.2119545,0
2249,0.55,18.596108,0.116,0
2250,0.66,3.3569866,0.0382,0
2251,0.95,6.61833,0.071,0
2252,1.29,11.54182,0.1087,0
2253,1.07,3.80464,0.048773048,0
2254,0.65,298.2,1.0113315,0
2255,2.07,5163.0,7.6092,0
2256,0.77,7.28243,0.067393,0
2257,0.96,10.616384,0.093236168,0
2259,0.47,11.949,0.0809118,0
2260,0.64,3.438753,0.03882681,0
2261,1.34,31.034,0.24073211,0
2262,1.0,12.214286,0.10377394,0
2263,0.83,4.34934,0.049035291,0
2264,1.09,653.21997,1.626075,0
2265,0.42,8.4282,0.083136,0
2267,0.12,10.3465,0.0457,1
2268,1.06,14002.0,11.74848,0
2269,0.61,10.93241,0.0818,0
2270,1.52,810.2,1.9614134,0
2271,0.16,40.54,0.12822648,0
2272,1.06,4667.9784,5.5922633,0
2273,0.74,2990.0,4.20024,0
2274,0.76,6.189392,0.060972,0
2275,1.25,2.15491,0.03501372,0
2276,1.3,214.31142,0.7655,0
2277,1.01,21.053586,0.1502,0
2278,0.21,4.9019804,0.0336,0
2280,1.13,628.96,1.4673,0
2281,1.12,13.481,0.11714625,0
2282,0.3,14.628,0.07902315,0
2283,0.29,17.8719,0.08953845,1
2284,0.89,2412.0,3.38,0
2285,1.25,5.859944,0.0680136,0
2286,1.25,8.13123,0.084008232,0
2287,0.67,19240.755,12.466982,0
2288,0.94,133.40355,0.60707086,0
2289,0.94,4818.2536,5.6728559,0
2290,0.96,271.6737,0.83312224,0
2291,1.27,15.87209,0.134,0
2292,0.4,1.3283,0.017477638,0
2294,0.92,0.97486893,0.0187,0
2295,1.14,481.9,1.326,0
2296,0.27,17.478,0.080256,1
2297,0.93,3.6961049,0.045807241,0
2298,0.93,10.854077,0.093870317,0
2300,1.38,491.54,1.395972,0
2301,2.8,379.63,1.4663125,0
2303,1.2,8030.0,8.64192,0
2304,1.05,2621.75,3.8336729,0
2305,0.77,25.1967,0.15417,0
2307,0.87,37.9216,0.211,0
2308,0.79,21.583298,0.1411128,0
2309,0.46,17281.665,10.873821,0
2310,1.06,4356.0,5.703065,0
2311,0.9,10.28891,0.0901392,0
2312,0.96,76.13602,0.3403,0
2313,0.85,3.31599,0.043553426,0
2315,1.13,1313.0,2.4775625,0
2316,0.32,61.1166,0.20842634,0
2317,1.11,1.6255222,0.0265,0
2318,1.08,11.5231,0.102279,0
2319,1.21,2.1378431,0.03460245,0
2320,0.63,3.444714,0.038496159,0
2321,0.54,38.23,0.18143084,0
2322,0.54,10.3134,0.07531506,0
2323,0.54,13.7815,0.091313193,0
2324,0.54,23.0923,0.12880644,0
2325,0.18,6.9442,0.0405,0
2326,0.65,3649.0,4.8328875,0
2327,1.24,6.1100913,0.0709,0
2328,1.16,4.880974,0.06168334,0
2329,0.76,2.7878684,0.0382,0
2330,0.87,18.6559,0.131,0
2331,0.52,1.4079405,0.0204,0
2332,0.94,41.96797,0.23149221,0
2333,0.88,1.348335,0.022910305,0
2334,1.1,480.5,1.20294,0
2335,3.7,482.0,1.287744,0
2336,1.17,1.2119189,0.029178644,0
2337,1.31,3.4095675,0.048725971,0
2338,1.21,10.18271,0.11526,0
2339,0.86,31.56,0.1875717,0
2340,0.86,197.0,0.6315435,0
2341,1.13,18.795923,0.1446756,0
2342,1.09,2.7579827,0.0384,0
2343,0.75,9.3041208,0.0748,0
2344,0.96,0.69384285,0.0148,0
2345,1.07,12.691112,0.107,0
2346,1.01,147.747,0.55573172,0
2347,1.0,24.33978,0.1644,0
2348,1.13,50.790391,0.28054627,0
2349,1.18,18.220642,0.1406,0
2350,0.74,1.1185497,0.0188,0
2351,0.95,3.3518316,0.0449,0
2352,0.94,8.0712407,0.0753,0
2353,0.97,1.6386531,0.0276,0
2354,0.63,5.5360815,0.0519,0
2355,1.07,31.719775,0.198,0
2356,0.79,1.0039337,0.0175,0
2357,1.18,5.5765478,0.0659,0
2358,0.87,8.3839865,0.0896,0
2359,1.15,15.187259,0.1183,0
2360,0.83,9.0668942,0.0771,0
2361,1.01,1.4347416,0.0252,0
2362,0.88,3.8569186,0.0466,0
2363,1.07,11.200664,0.0975,0
2364,1.3,5.0372801,0.0628,0
2365,0.9,33.240688,0.1975,0
2366,0.35,2.852349,0.0305,0
2367,0.86,10.937304,0.091,0
2368,1.1,20.07115,0.1502,0
2369,0.87,232.08,0.71537886,0
2370,1.26,8.4580831,0.0875,0
2371,0.63,37.632708,0.1861,0
2372,0.95,17.670064,0.1348,0
2373,0.84,13.182964,0.1066,0
2374,0.7,161.51633,0.503,0
2375,0.5,10.864384,0.08330155,0
2376,0.95,5.5086044,0.0585,0
2377,0.95,38.285489,0.22,0
2378,1.0,25.43382,0.1707,0
2379,1.1,77.25484,0.3781,0
2380,0.8,3.295709,0.039,0
2381,0.95,14.032915,0.1168,0
2382,0.93,2.2157104,0.0313,0
2383,0.81,66.416213,0.3033,0
2384,0.96,6.941357,0.069,0
2385,1.0,14.627119,0.118,0
2386,0.79,25.751974,0.163,0
2387,0.84,6.40013,0.064,0
2388,1.02,4.662715,0.056,0
2389,0.8,1.499147,0.0232,0
2390,0.85,4.302149,0.049,0
2391,0.5,5.8416366,0.054936845,0
2392,0.96,31.781925,0.191,0
2393,1.02,11.815007,0.105,0
2394,0.33,1.53818,0.016700835,0
2395,0.86,8.77501,0.083,0
2396,1.07,4.822962,0.057,0
2398,0.54,4.164389,0.041,0
2399,0.96,4.362705,0.051,0
2400,1.09,37.322949,0.3344,0
2401,1.04,26.084059,0.1681,0
2402,0.8,5.94221,0.059,0
2403,1.11,19.915772,0.1467,0
2404,0.59,6.827766,0.058,0
2405,0.86,6.738088,0.065,0
2406,0.89,75.12375,0.33205378,0
2408,0.73,1.8237305,0.02636,0
2409,1.15,270.66,0.909708,0
2410,1.04,3.282807,0.042,0
2411,0.61,60.722,0.2596992,1
2412,0.33,62.24,0.2130426,1
2413,0.87,0.584216,0.0131,0
2414,0.33,39.026,0.1560702,1
2415,0.91,10.09489,0.0886,0
2416,0.79,3.312792,0.040195867,0
2417,0.44,2.76953,0.029352305,0
2418,0.83,3.471745,0.03817,0
2419,0.09,1.510826,0.011540223,0
2420,0.09,6.101013,0.02925038,1
2421,0.51,1.6826961,0.0219,0
2422,0.78,28.906009,0.166,0
2423,1.16,12.309681,0.112,0
2424,0.87,12.924916,0.1012,0
2425,1.15,5.4584983,0.064,0
2426,0.95,6.511127,0.071,0
2427,1.15,62.784697,0.326,0
2428,1.04,7.7519249,0.0768,0
2429,0.97,8.8271346,0.0829,0
2430,1.05,17.421175,0.1341,0
2431,1.4,4.4174586,0.0589,0
2432,0.72,6.83437,0.0618,0
2433,1.04,4.1653651,0.0508,0
2434,0.91,8.109044,0.076,0
2435,0.97,29.907227,0.1805,0
2436,0.57,7.435583,0.061803238,0
2437,1.21,10.98462,0.12092715,0
2438,0.87,4.30744,0.049,0
2439,0.88,762.0,1.623066,0
2440,1.15,12.913754,0.1053,0
2441,1.17,55.188023,0.3,0
2442,1.14,57.68802,0.307,0
2443,0.67,3.97664,0.043085301,0
2444,0.84,7.4341393,0.072,0
2445,1.89,29.04992,0.2819448,0
2446,0.74,15.337597,0.10925091,0
2447,0.95,4.0197517,0.04871,0
2448,0.98,4.039709,0.0493,0
2449,1.25,6.607662,0.0743,0
2450,1.07,10.9947,0.10141326,0
2451,0.97,8.28246,0.0891,0
2452,1.41,2.7858212,0.0434,0
2453,1.02,52.563491,0.27395951,0
2454,0.94,1.5947455,0.0258,0
2455,0.66,28.551383,0.158,0
2457,0.94,123.01,0.505155,0
2458,0.86,8.3086494,0.0747,0
2459,0.18,8.15275,0.0439,0
2460,0.87,15.466805,0.11595329,0
2462,0.52,9.8786392,0.06978474,0
2463,1.09,3.5732037,0.0457,0
2464,0.65,11.419412,0.087,0
2465,0.78,28.511205,0.165,0
2466,1.04,5.028219,0.056,0
2467,1.03,16.217754,0.1201,0
2468,0.96,17.587523,0.1277,0
2469,1.4,466.63,1.416184,0
2470,1.1,12.4032,0.11068801,0
2472,0.94,8.014927,0.073,0
2473,0.7,13.89962,0.098,0
2474,0.83,2.3432319,0.0315,0
2475,1.08,2047.6354,3.2360745,0
2476,1.0,3000.0,3.3511277,0
2477,1.06,3455.0,4.85047,0
2478,1.03,13.86825,0.1153,0
2479,1.67,1002.0,2.2032,0
2480,1.16,16.088134,0.132,0
2481,0.95,3.7508323,0.0484,0
2482,0.66,9.77,0.07295,0
2483,1.0,5.6991951,0.0622,0
2484,1.21,18.114729,0.1432,0
2485,1.08,33.197861,0.204,0
2486,0.93,51.300634,0.2716,0
2487,0.91,9.7678805,0.0852,0
2488,0.85,124.41984,0.479,0
2489,0.94,4.215,0.050562447,0
2490,1.06,53.449456,0.2881,0
2491,0.93,19.178913,0.1392,0
2492,0.88,14.878296,0.1153,0
2493,1.11,1.3405975,0.0247,0
2494,0.7,85.5073,0.33800732,0
2495,1.16,3724.7,5.582447,0
2496,1.01,2.5255933,0.0374,0
2497,1.24,5.4588385,0.06519,0
2498,1.14,3.744439,0.0492,0
2499,1.17,13.932903,0.1175,0
2500,1.05,2.5788551,0.0362,0
2501,1.01,9.97748,0.10105095,0
2502,0.98,4.2437472,0.0501,0
2503,0.73,3.07222,0.0372,0
2504,0.63,2.211099,0.029,0
2505,0.66,20.09,0.11796,0
2506,0.92,7.1396941,0.075,0
2507,1.19,7.51464,0.0828036,0
2508,0.96,58.362049,0.2918,0
2509,0.85,14.13176,0.1106,0
2510,1.06,44.552169,0.25,0
2511,1.03,5.2634158,0.0612,0
2512,0.9,10.506826,0.0895,0
2513,1.05,134.25273,0.512,0
2514,0.93,18.009314,0.1333,0
2515,1.06,3.2229693,0.0412,0
2516,0.8,22.184327,0.1418,0
2517,0.96,7.7684662,0.0749,0
2518,0.93,49.770144,0.2559,0
2519,1.19,44.93098,0.2654,0
2520,0.93,13.522511,0.1063,0
2521,0.95,15.0337,0.1182,0
2522,0.87,169.134,0.5608,1
2523,0.85,135.188,0.4878,0
2524,0.89,4.783,0.0535,0
2525,1.01,13.8102,0.1131,0
2526,0.82,10.156272,0.090382176,0
2527,0.76,3.6929837,0.0389,0
2528,1.09,15.378755,0.1313,0
2529,1.26,5.1856142,0.0631,0
2530,0.69,10220.0,8.8128495,0
2531,0.67,3.9228038,0.042855296,0
2532,0.94,789.0,1.6365786,0
2533,0.62,1.208974,0.018937507,0
2534,0.62,3.648103,0.039674511,0
2535,0.62,6.201812,0.056775735,0
2536,0.61,3.5819194,0.04003362,0
2537,0.69,3.986,0.045085575,0
2538,1.04,1422.0,2.512625,0
2539,1.29,3638.0,6.113356,0
2540,0.89,6.42975,0.0649,0
2541,1.45,4.6615983,0.07295619,0
2542,0.6,23.968127,0.132,0
2543,0.62,3.543919,0.039,0
2544,0.59,20.306546,0.122,0
2545,1.0,0.66931,0.015302,0
2546,1.25,258.8,0.88812624,0
2547,1.07,2.42629,0.035974,0
2548,1.21,26.723,0.19057934,0
2549,1.2,7.008151,0.074,0
2550,0.11,3.71778,0.022685327,0
2551,1.0,43.8445,0.239969,0
2552,1.21,3441.0,4.8442437,0
2553,1.32,42.882,0.26393822,0
2554,0.93,77.611455,0.34856796,0
2555,0.55,2.576549,0.031,0
2556,0.96,22.6845,0.15500124,0
2557,0.73,45.902733,0.226,0
2558,1.17,122.4,0.41994077,0
2559,0.92,4.0822751,0.0479,0
2561,0.98,4.9593192,0.0565,0
2562,1.19,30.08364,0.20326125,0
2564,1.03,34.853828,0.2046,0
2565,2.8,621.99,2.042562,0
2566,0.99,22.65398,0.1941011,0
2567,1.44,5.2072,0.066601989,0
2568,0.75,2.6170325,0.0331,0
2569,1.3,7.1689246,0.0779,0
2570,0.91,11.759,0.098,0
2571,1.52,5.331751,0.068684479,0
2572,0.9,16.84,0.127875,0
2574,0.89,13.2406,0.12031747,0
2576,0.97,10.681572,0.096,0
2578,1.21,6.584,0.073419076,0
2579,1.21,2.882,0.04230339,0
2580,0.84,1.9169443,0.0282,0
2581,0.9,34.169,0.1949,0
2582,0.93,4.2881785,0.05076288,0
2583,1.08,2.46502,0.03589,0
2584,0.76,9.740486,0.084510255,0
2585,0.73,28.122397,0.163,0
2586,0.88,42.8961,0.232907,0
2587,0.92,5219.6819,5.7198559,0
2588,1.02,25.5169,0.173819,0
2589,1.03,524.19,1.2870181,0
2590,1.08,15.771044,0.127,0
2591,0.91,19.556594,0.135146,0
2592,1.32,21.40239,0.1652,0
2593,0.69,5.714932,0.0553,0
2594,0.8,578.2,1.328665,0
2595,1.12,27.495606,0.1629,0
2596,1.19,6.2034,0.070285722,0
2597,1.0,4.872171,0.056233002,0
2598,0.16,4.0179694,0.027,0
2599,0.39,2.5926184,0.027101391,0
2600,0.99,1403.0,2.673625,0
2601,0.69,122.3874,0.427,1
2602,0.95,3.7784012,0.046661229,0
2603,1.03,11.872879,0.10475735,0
2604,0.83,7.138048,0.0824,0
2605,1.02,38.9853,0.22750813,0
2606,1.06,5.3987526,0.061598468,0
2607,1.77,7.24599,0.09348975,0
2608,1.15,10.590547,0.0988281,0
2610,0.16,389.7,0.5714,0
2611,0.15,771.36,0.973104,0
2612,1.0,2690.0,3.84864,0
2613,1.03,16.21865,0.1283,0
2614,1.06,632.62,1.4766417,0
2615,1.02,19.23891,0.14326518,0
2616,1.3,7.031462,0.076,0
2617,1.07,49.3568,0.28736332,0
2618,0.65,5.8706191,0.0545,0
2619,0.94,2.45946,0.040274518,0
2620,0.96,1169.132,2.1971849,0
2622,1.63,990.0,2.5016,0
2623,0.82,23.668205,0.153,0
2624,0.76,7.743493,0.069948,0
2625,0.75,8.92507,0.077909,0
2626,1.0,13.5708,0.109803,0
2627,0.89,2.2252577,0.036434591,0
2628,0.42,695.66,1.15382,0
2629,0.42,6739.323,5.3055735,0
2630,0.31,12.914,0.0721,0
2631,0.93,15.76491,0.110088,0
2632,1.08,25.8,0.182025,0
2633,1.01,58.83,0.29772765,0
2634,0.32,1.93778,0.02125278,0
2635,0.6,73.94,0.3191688,0
2636,0.25,0.3711281,0.0064,0
2637,0.97,2.7667641,0.038534628,0
2638,0.97,2.686502,0.03744,0
2639,0.57,6.535,0.063,0
2640,0.45,1.1589,0.0164,0
2641,0.91,8.8849116,0.09508841,0
2642,1.1,24.310856,0.1720774,0
2643,0.9,5.4529818,0.059603,0
2644,1.18,82.2,0.3978,0
2645,1.17,12.7207,0.11166808,0
2646,0.73,4.159807,0.046,0
2647,1.25,13.611591,0.121735,0
2648,0.81,2.50806,0.03106,0
2649,0.94,62.95,0.30368632,0
2650,0.81,820.3,1.6923506,0
2651,0.8,7.071392,0.067316094,0
2652,1.2,91.93913,0.42,0
2653,0.68,3.127463,0.0367,0
2654,0.88,9.67395,0.086293,0
2655,0.99,2.461069,0.035,0
2656,1.05,12.089,0.10504267,0
2657,1.02,16.092,0.127825,0
2658,0.8,51.196,0.25,0
2659,0.82,3.506195,0.0423,0
2660,1.1,44.431014,0.25711565,0
2661,1.06,2342.6,4.3364516,0
2662,0.8,4060.0,4.61127,0
2663,0.5,0.6691406,0.011557,0
2664,1.24,7.81254,0.077,0
2665,0.91,1460.0,2.4401993,0
2666,1.21,15.965329,0.13280183,0
2667,0.96,5.317429,0.06,0
2668,0.91,68.958322,0.39518556,0
2669,0.88,4.778,0.053918,0
2670,0.55,10.054654,0.07512762,0
2671,0.51,1.256,0.0198,0
2673,1.32,3.0240949,0.046006647,0
2674,0.95,3.5787809,0.04501,0
2675,0.77,1.9737609,0.025,0
2676,0.81,0.8094,0.0117,0
2677,0.6,2.298,0.041,0
2678,0.83,4.688418,0.051509402,0
2679,1.2,472.0,1.365903,0
2680,1.13,76.8,0.40602989,0
2681,1.1,13.726976,0.1170936,0
2682,0.53,2.154849,0.02701215,0
2683,0.91,47.73022,0.2514402,0
2684,0.47,18.08816,0.11925,0
2685,1.13,155.3,0.61006448,0
2686,1.2,35.806,0.23265552,0
2687,0.94,4.11296,0.052814554,0
2688,0.9,9.151201,0.08264993,0
2689,0.91,4.0664428,0.04823,0
2690,0.83,55.087,0.26708398,0
2691,0.93,11.604488,0.0981,0
2692,1.8,35.800711,0.2588,0
2693,0.79,0.62628177,0.0133,0
2694,0.34,1.8805136,0.020805918,0
2695,1.07,386.29999,1.1925,0
2696,0.81,5144.0,6.8800288,0
2697,1.2,103.95,0.4716225,0
2698,1.34,3.899052,0.0535,0
2699,1.36,4.378081,0.057958624,0
2700,0.83,10.49488,0.090368256,0
2701,4.3,622.97802,2.3354916,0
2702,0.95,3568.0,5.0290245,0
2703,1.7,410.10001,1.1457,0
2704,1.1,8.24958,0.090127125,0
2705,1.11,989.2,2.0376687,0
2706,0.82,501.75,1.17305,0
2707,1.32,11.53533,0.1131556,0
2708,1.27,4000.0,5.9000699,0
2709,0.26,2.260455,0.0214,0
2710,0.98,17.111,0.13406222,0
2711,1.01,10478.844,9.6095617,0
2713,1.35,2613.0,4.7497864,0
2714,1.1,5000.0,5.84176,0
2715,0.51,140.43,0.4647275,1
2716,1.48,464.29999,1.3303125,0
2717,0.77,53.753,0.25850771,0
2718,0.63,1051.4452,1.8232777,0
2719,0.63,13921.423,10.149203,0
2720,2.01,228.53731,0.9361809,0
2721,0.85,10.2851,0.090207744,0
2722,0.85,28982.418,17.85988,0
2723,0.94,841.4,1.7216054,0
2724,0.79,6.4898,0.063097127,0
2725,0.78,2172.0,3.3456,0
2726,1.07,201.99,0.68979373,0
2727,1.03,2041.1154,3.200925,0
2728,1.14,1301.3601,2.5642898,0
2729,1.12,223.95986,0.77035837,0
2730,1.19,1184.1,2.3206682,0
2731,0.87,3.2498,0.0414018,0
2732,1.11,75.523,0.37125,0
2733,0.77,120.878,0.44692395,0
2734,1.38,116.596,0.53318359,0
2735,1.64,331.5,1.053312,0
2736,1.15,2918.92,4.7795107,0
2737,1.18,163.94,0.71163,0
2738,1.96,408.60001,1.426482,0
2739,0.45,103.0,0.32946193,0
2740,0.67,3.93404,0.05064,0
2741,0.99,5.960392,0.064,0
2742,0.76,3.6001053,0.042314784,0
2743,0.76,4.5458841,0.05115532,0
2744,1.16,3.5680969,0.047794,0
2745,0.69,267.291,0.718,1
2746,0.58,5.90124,0.05,0
2747,0.58,8.7522,0.09,0
2748,2.32,2523.6471,5.6323523,0
2749,0.99,1075.3799,2.0620918,0
2750,1.75,2675.576,4.5816771,0
2751,1.22,10.8985,0.1163259,0
2752,1.25,499.39999,1.353984,0
2753,1.1,394.48123,1.048788,0
2754,0.94,9.28699,0.09171063,0
2756,1.12,1272.0,2.397648,0
2757,1.05,7.8543,0.08146875,0
2758,1.29,19.382,0.1540308,0
2759,0.57,70.46,0.301815,0
2760,0.58,1818.0,2.4888,0
2761,1.33,577.2,1.4987326,0
2762,0.77,5.75999,0.057638,0
2763,0.83,670.0,1.65,0
2764,1.09,461.2,1.2142896,0
2765,0.43,7.02679,0.05402,0
2766,1.1,2448.4873,3.9393752,0
2767,1.49,2278.0,3.9123842,0
2768,0.8,74.72,0.322704,0
2769,0.92,2.5904434,0.0371,0
2770,0.96,20.4905,0.1485,0
2771,0.82,3.89526,0.0449,0
2772,1.02,24469.673,18.057814,0
2773,1.01,526.5239,1.7972486,0
2774,0.93,17071.78,12.738251,0
2775,1.05,15.5083,0.12538464,0
2776,0.96,1532.0,2.6403615,0
2777,0.91,37.91,0.239305,0
2778,0.77,641.472,1.4125238,0
2779,0.8,53.7357,0.25923357,0
2780,1.51,2.1974,0.037992855,0
2781,1.02,13.5052,0.11689545,0
2782,0.93,1008.0,1.9389991,0
2783,1.22,1027.0,2.78124,0
2784,1.5,270.0,1.126543,0
2785,0.65,749.83,1.4077175,0
2786,0.81,5019.5424,5.677417,0
2787,1.04,4789.873,7.5173638,0
2788,0.59,2.455239,0.0301815,0
2789,1.2,3.246075,0.0456,0
2790,0.99,0.3524728,0.0097,0
2791,0.93,4.4541943,0.0495,0
2792,1.44,4.7947813,0.064731563,0
2793,1.15,4.77271,0.0575586,0
2794,1.12,8.60077,0.07518375,0
2795,0.69,228.776,0.70481678,0
2796,0.65,6.9226,0.0616,0
2797,0.39,1.630757,0.01990398,0
2798,0.59,1.4015,0.021371065,0
2799,0.94,1155.7,2.1889824,0
2800,0.93,5769.0,7.2942075,0
2801,0.91,1765.0389,2.9669719,0
2802,1.23,1544.0,2.683404,0
2804,1.25,358.27,1.0632126,0
2805,0.87,5.38305,0.057372215,0
2806,0.23,19.288004,0.083,1
2807,1.18,3.1774835,0.04469,0
2808,5.5,1790000.0,600.48,0
2809,1.01,5.20851,0.060366601,0
2810,1.1,515.4,1.307865,0
2811,0.5,5.840002,0.05650875,0
2812,0.17,3.1443189,0.023263602,0
2813,1.21,5.516,0.065259495,0
2814,0.69,5.2354,0.0530954,0
2815,1.04,0.83784,0.017639737,0
2816,0.63,50.089,0.23959074,0
2817,0.8,1.0697568,0.019,0
2818,1.09,3.4936264,0.0463,0
2819,1.57,872.6,1.900855,0
2820,0.61,1.6093201,0.0228,0
2821,1.09,2.7295999,0.0394,0
2822,0.94,273.69,0.81071866,0
2823,0.88,5.414654,0.0580261,0
2824,1.54,2.9223,0.046291646,0
2825,1.36,3.0038766,0.0439,0
2826,1.19,6.8834055,0.075,0
2827,0.9,3.2768837,0.043478455,0
2828,1.09,3.2696,0.0488955,0
2829,0.27,57.32,0.17688,0
2830,1.45,3.8493728,0.054507272,0
2831,1.18,7.340711,0.0781,0
2832,0.95,8.491282,0.08005706,0
2833,1.04,8.2398487,0.0817,0
2834,1.07,214.67,0.71856533,0
2835,1.37,363.20001,1.105731,0
2836,2.0,578.6,1.44032,0
2837,1.45,264.14999,0.8765625,0
2838,0.88,4368.0,6.10227,0
2839,0.82,14.676243,0.112962,0
2840,0.51,1.9741954,0.02429801,0
2841,0.7,2.49412,0.0324624,0
2842,0.94,0.469285,0.011574707,0
2843,1.08,798.5,2.043792,0
2845,1.04,5.416081,0.061628549,0
2847,0.9,57.011,0.27992983,0
2848,1.1,60.0,0.3580346,0
2849,1.51,6.790123,0.077147224,0
2850,0.99,6.9561063,0.07202595,0
2851,0.74,0.548177,0.011913596,0
2852,0.74,6.6356,0.062656269,0
2853,0.79,5.340888,0.055498936,0
2854,0.82,11.098644,0.091122891,0
2855,0.93,91.68278,0.39553335,0
2856,1.2,9.139703,0.092504686,0
2857,0.33,28.14,0.125025,1
2858,0.33,256.2,0.5507568,0
2859,1.13,5.983944,0.0672,0
2860,1.04,227.6,0.76593655,0
2861,0.36,1.1980035,0.01589,0
2862,1.16,5138.0,7.2829807,0
2863,0.67,50.65905,0.24481267,0
2864,0.89,13.63083,0.107,0
2865,0.36,15.509,0.0876,0
2866,0.52,4.6747373,0.04326015,0
2867,1.19,2.103195,0.034036503,0
2868,1.5,170000.0,68.0,0
2869,1.51,20815.6,16.5845,0
2870,0.71,26.8199,0.1567,0
2871,1.34,14.362679,0.1239,0
2872,1.35,39.93767,0.2257,0
2873,0.89,59.658298,0.2873,0
2874,0.76,24.086271,0.1478,0
2875,1.06,4.562546,0.0549,0
2876,0.63,29.02,0.15980487,0
2877,1.22,4.3364293,0.0564,0
2878,1.11,3.5548569,0.0444,0
2879,1.0,6.4980152,0.0669,0
2880,0.81,12.439312,0.0951,0
2881,0.45,1925.31,2.3209756,0
2882,1.06,14386.0,15.29811,0
2883,1.8,582.0,1.836,0
2884,0.78,2.3557501,0.0319,0
2885,1.11,2.86041,0.0409,0
2886,0.99,58.601793,0.2996,0
2887,1.14,78.100023,0.3625,0
2888,0.33,31.393463,0.164,1
2889,0.55,7.2037945,0.05929,0
2890,0.55,10.912934,0.07821,0
2891,1.26,84.25999,0.41253405,0
2892,0.66,0.813143,0.0149,0
2893,0.92,10.06049,0.0887,0
2894,0.4,10.115,0.0685,0
2895,0.92,5.8235202,0.0615,0
2896,0.73,8.1959495,0.0718,0
2897,0.9,4.44117,0.0511,0
2898,0.18,5.436098,0.0341,0
2899,0.8,20.519617,0.1362,0
2900,1.28,4055.0,5.46912,0
2901,1.17,225.67372,0.79806177,0
2902,0.8,30.793091,0.1785,0
2903,0.33,7.203,0.05143962,0
2904,1.14,3.5514058,0.0475,0
2905,1.18,2.8989727,0.0421,0
