,S_MASS,P_PERIOD,P_DISTANCE,P_HABITABLE
1396,1.01,14.786889,0.1184,0
1397,1.11,39.721386,0.23584871,0
1398,0.52,9.30075,0.0694,0
1399,1.32,12.409,0.1151,0
1400,0.96,22.779878,0.15510802,0
1401,0.79,9.695101,0.082240709,0
1402,1.72,1278.0,2.9940109,0
1403,1.64,623.0,1.5191355,0
1404,0.82,5.172191,0.05477267,0
1406,0.77,2.4605099,0.0304,0
1407,1.12,2.0533368,0.0324,0
1408,0.98,1322.3,2.3413784,0
1409,0.98,572.3847,1.4062,0
1410,1.29,24.94598,0.1817,0
1411,1.03,13.8354,0.114,0
1412,0.8,8.584043,0.076149579,0
1413,1.4,3.334966,0.0488,0
1414,0.73,8.05428,0.0708,0
1415,0.97,28.67992,0.1814,0
1416,1.01,223.3,0.73,0
1417,1.0,27.50868,0.178,0
1418,0.9,1.3600285,0.023350639,0
1419,0.77,0.792052,0.01679,0
1420,0.86,10.349695,0.090288,0
1421,0.95,34.94,0.20781187,0
1422,0.73,9.034199,0.076,0
1423,0.69,12.4417,0.0929,0
1424,0.95,4.169783,0.0499,0
1425,0.58,22.7802,0.13,0
1426,0.93,62.138771,0.301,0
1427,0.38,6.51389,0.0494,0
1428,0.74,2.25021,0.0304,0
1429,0.74,6.49424,0.0615,0
1430,0.64,27.359,0.1768,0
1431,0.27,5.577212,0.040242,0
1432,0.96,1.05979,0.020063801,0
1433,0.8,39.91488,0.2114,0
1434,0.9,12.42205,0.1013,0
1437,1.12,48.056,0.26933625,0
1438,0.92,41.763,0.23004758,0
1439,0.83,20.66093,0.13859619,0
1440,0.83,31.71701,0.18445027,0
1441,1.11,6.6475201,0.0717,0
1442,0.65,15.3348,0.118,0
1443,0.96,19.5666,0.1402,0
1444,1.16,8.52695,0.0858,0
1445,0.9,19.0918,0.135,0
1446,0.9,5.605,0.0596,0
1447,1.35,4.0782387,0.056117531,0
1448,0.9,6.42904,0.0654,0
1450,0.8,4.01457,0.0459,0
1451,0.77,20.5065,0.1344,0
1452,0.61,5.73594,0.0532,0
1453,0.96,28.482786,0.18002037,0
1454,1.16,48.324222,0.27275465,0
1455,1.31,778.51,1.8543805,0
1456,1.21,13.749,0.12403477,0
1457,0.48,2.74697,0.030213843,0
1458,0.92,29.198943,0.184,0
1459,0.68,0.684559,0.0133744,0
1460,0.3,18.4498,0.091,1
1461,0.95,6.4215,0.0665,0
1462,1.04,15.017,0.121605,0
1463,0.98,12.9972,0.1080864,0
1464,0.79,10.924709,0.0905445,0
1466,0.96,13.683256,0.1104,0
1467,0.35,1.096026,0.014784475,0
1468,1.13,9.6392,0.09286,0
1469,1.02,15.3317,0.1216,0
1470,0.81,723.2,1.592554,0
1471,1.29,5.9391198,0.0699,0
1472,1.07,440.7813,1.1455,0
1473,1.17,3.4876812,0.047575285,0
1474,0.75,31.6372,0.1779,0
1475,0.97,30.94191,0.1898,0
1478,0.09,18.772866,0.061890995,0
1479,1.11,5.06963,0.05983,0
1480,1.07,4.62332,0.055292,0
1481,0.73,18.87974,0.12459744,0
1482,1.32,10.5016,0.10288224,0
1483,1.08,7.951,0.079970905,0
1484,1.08,3.432,0.0456754,0
1485,0.28,121.54,0.31922595,0
1486,1.01,141.24167,0.59968627,0
1487,0.97,94.288758,0.4092,0
1488,0.85,22.126799,0.1525,0
1489,1.45,6.981527,0.0806,0
1490,1.23,3.6569111,0.0488,0
1491,0.99,8.6790024,0.083,0
1492,0.77,4.5370212,0.0486,0
1493,1.0,31.592265,0.1967,0
1494,1.0,12.209,0.1021,0
1495,0.89,32.563707,0.19,0
1496,1.27,2.4215034,0.0382,0
1497,1.09,5.03503,0.058,0
1498,0.92,55.328328,0.281,0
1499,1.27,9.2295799,0.0933,0
1500,0.98,15.434,0.124,0
1501,1.14,10.0874,0.0956,0
1502,0.84,0.66407381,0.0143,0
1503,0.51,3.2734607,0.0349,0
1504,1.43,25.962002,0.1891,0
1505,0.79,6.1472792,0.0611,0
1506,1.08,13.245032,0.1092,0
1507,1.07,14.088274,0.1138,0
1508,0.94,3.6093089,0.0455,0
1509,1.01,16.923441,0.1309,0
1510,0.99,23.89903,0.1685,0
1511,0.46,34.369,0.16122863,1
1512,0.96,51.328562,0.2731,0
1513,0.98,201.1214,0.6559,0
1514,0.73,110.96546,0.3679,0
1515,0.92,105.015,0.4229,0
1516,1.13,8.005013,0.083,0
1517,0.6,5.9456653,0.0536,0
1518,0.94,3.0072524,0.0388,0
1519,1.13,89.722292,0.394,0
1520,0.94,81.315106,0.3483,0
1521,1.17,3.341815,0.046,0
1522,1.17,224.78461,0.761,0
1523,1.11,1.2527522,0.0239,0
1524,1.11,19.79192,0.1473,0
1525,0.71,4.4215722,0.0471,0
1526,0.86,0.57103852,0.0126,0
1527,0.88,4.5100575,0.0511,0
1528,1.6,23.554073,0.2134,0
1529,1.11,8.3265153,0.0812,0
1530,0.94,0.81316672,0.0165,0
1531,1.01,2.3445119,0.0345,0
1532,0.97,18.302725,0.1343,0
1533,0.56,8.041,0.06482,0
1534,0.92,42.191736,0.2315,0
1535,0.81,2.8889048,0.0371,0
1536,0.95,16.076776,0.1281,0
1537,0.84,4.973456,0.054,0
1538,1.02,3.0319574,0.0397,0
1539,1.02,64.273775,0.3308,0
1540,1.02,13.5405,0.11,0
1541,1.04,11.173946,0.0981,0
1542,1.05,53.599104,0.2863,0
1543,1.23,25.369116,0.18,0
1544,0.93,7.6847716,0.0732,0
1545,0.97,5.4954862,0.0614,0
1546,1.01,2.6157554,0.0364,0
1547,1.06,9.9566154,0.0921,0
1548,1.1,12.941301,0.1082,0
1549,0.78,9.9911331,0.0833,0
1550,0.8,0.66308526,0.0141,0
1551,0.93,82.294751,0.3679,0
1552,0.85,18.826343,0.128,0
1553,0.94,12.56093,0.104,0
1554,1.0,15.03301,0.1236,0
1555,0.86,4.180043,0.05,0
1556,0.98,37.810299,0.2188,0
1557,0.98,3.9327647,0.047,0
1558,0.94,30.454914,0.1939,0
1559,0.94,240.79894,0.7655,0
1560,0.91,1.0936636,0.0206,0
1561,0.73,35.61253,0.19488419,0
1562,0.67,17.667087,0.11650119,0
1563,0.5,8.4629991,0.065615721,0
1564,0.5,18.858991,0.11010063,0
1565,0.41,0.9263237,0.01406,0
1566,1.02,7.0257347,0.0698,0
1567,1.03,14.006406,0.1126,0
1568,0.85,13.221758,0.1032,0
1569,1.18,64.658802,0.3211,0
1570,0.96,8.7419977,0.0817,0
1571,1.25,5.7918016,0.0654,0
1572,1.23,3.3855549,0.0432,0
1573,0.98,39.859484,0.2274,0
1574,0.98,6.178196,0.067,0
1575,1.04,3.5455302,0.0466,0
1576,0.7,24.400255,0.1441,0
1577,1.44,41.708363,0.2482,0
1578,0.86,8.8392266,0.0795,0
1579,1.17,23.238279,0.1753,0
1580,1.13,307.9,0.93607141,0
1581,1.04,11.1297,0.0989,0
1582,1.1,13.39971,0.1168,0
1583,0.99,115.68623,0.4684,0
1584,0.99,1.68189,0.0283,0
1585,1.45,7.1281193,0.082,0
1586,1.04,87.973214,0.3859,0
1587,0.77,6.2640685,0.0615,0
1588,1.05,6.9847197,0.0726,0
1589,0.9,92.436297,0.3729,0
1590,0.73,20.359726,0.1097,0
1591,1.04,0.93511806,0.0193,0
1592,1.18,0.92990668,0.0191,0
1593,0.86,48.051405,0.2528,0
1594,0.82,44.2008,0.2196,0
1595,1.02,31.517586,0.204,0
1596,0.94,5.7772121,0.0631,0
1597,1.04,4.860674,0.061056394,0
1598,0.88,1.2895881,0.0224,0
1599,1.19,20.264168,0.1495,0
1600,1.51,40.528641,0.2866,0
1601,0.62,1.5740903,0.0236,0
1602,0.96,25.384269,0.1728,0
1603,1.26,13.909358,0.1179,0
1604,0.87,2.0054127,0.0274,0
1605,1.22,1.2912328,0.0242,0
1606,1.09,47.449955,0.2602,0
1607,1.02,6.7397238,0.068,0
1608,1.05,11.629058,0.0987,0
1609,0.84,198.08877,0.6314,0
1610,0.71,364.75803,0.8507,0
1611,0.82,6.6996001,0.0671,0
1612,0.81,168.81117,0.5421,1
1613,0.78,6.3056025,0.0657,0
1614,0.63,60.866168,0.2543,1
1615,1.02,14.256323,0.1187,0
1616,1.09,23.910901,0.1696,0
1617,1.06,9.705716,0.0907,0
1618,0.99,2.024152,0.032,0
1619,0.94,3.428054,0.044,0
1620,0.75,0.84990789,0.014,0
1621,0.89,16.050621,0.1234,0
1622,1.28,10.676072,0.1059,0
1623,0.97,47.16117,0.262,0
1624,0.9,14.30512,0.1129,0
1625,0.97,2.3194201,0.0346,0
1626,0.75,31.827711,0.1939,0
1627,0.92,21.86353,0.1466,0
1628,1.03,1.7911102,0.0296,0
1629,1.07,225.58281,0.7681,0
1630,0.83,46.90232,0.237,0
1631,1.14,24.49737,0.1772,0
1632,0.99,14.532614,0.1173,0
1633,1.25,9.5085156,0.0958,0
1634,0.73,3.908632,0.0418,0
1635,1.34,81.416294,0.4039,0
1636,0.83,18.870227,0.129,0
1637,0.96,91.080482,0.3982,0
1638,0.84,0.53991524,0.0121,0
1639,0.48,3.8867907,0.0343,0
1640,0.98,5.996553,0.066,0
1642,1.72,10.26075,0.11319683,0
1643,1.01,127.90758,0.5001,0
1644,0.49,3448.0,3.5442965,0
1645,0.35,0.7363104,0.0112,0
1647,0.84,0.959641,0.01796,0
1648,0.52,2.8531054,0.03327048,0
1649,1.11,10.640263,0.099,0
1650,0.98,2.061897,0.032,0
1651,0.86,2.019999,0.03,0
1652,1.02,14.70749,0.1197,0
1653,0.86,15.7259,0.1171,0
1654,0.95,5.7434773,0.0625,0
1655,1.18,25.672083,0.175,0
1656,0.9,5.7166887,0.0599,0
1657,0.74,125.41312,0.4426,1
1658,0.94,3.9511688,0.0479,0
1659,0.94,5.1011576,0.0567,0
1660,1.39,6.9671027,0.0867,0
1661,0.85,4.2426188,0.0481,0
1662,0.94,3.5827463,0.0445,0
1663,1.45,15.604921,0.1266,0
1664,0.49,9.467814,0.0691,0
1665,1.0,3.162697,0.043,0
1666,1.04,3.071571,0.044,0
1667,0.92,26.548955,0.1784,0
1668,0.95,2.5531421,0.0366,0
1669,0.96,1.8478892,0.0288,0
1670,1.07,2.4166012,0.036,0
1671,0.95,19.597497,0.1366,0
1672,1.12,0.69297968,0.0165,0
1673,1.04,8.1050163,0.0805,0
1674,0.82,5.690586,0.059,0
1675,0.91,3.3835381,0.042,0
1676,0.97,13.699429,0.1192,0
1677,1.04,2.2092195,0.0336,0
1678,1.21,2.2716393,0.0351,0
1679,0.51,15.368459,0.097,0
1680,1.19,2.4181132,0.0368,0
1681,0.97,56.674729,0.2836,0
1682,1.27,29.393195,0.20009,0
1683,0.9,196.43522,0.6421,1
1684,1.05,4.4848749,0.055,0
1685,1.13,24.31576,0.17,0
1686,0.81,174.50984,0.546,0
1687,0.9,20.834247,0.1483,0
1688,1.12,19.672266,0.1473,0
1689,0.83,11.609257,0.096,0
1690,1.17,16.257582,0.133,0
1691,0.82,18.369917,0.13,0
1692,1.12,32.657212,0.2065,0
1693,0.79,20.134866,0.137,0
1694,0.97,4.309397,0.05511,0
1695,0.54,12.28,0.08551,0
1696,0.83,17.205235,0.1192,0
1697,1.12,14.78869,0.12018221,0
1698,0.93,15.873646,0.1149,0
1699,1.16,4.22864,0.054,0
1700,0.86,4.921355,0.054,0
1701,1.08,9.4060467,0.0878,0
1702,0.96,7.8493174,0.0726,0
1703,1.18,0.99166527,0.0205,0
1704,1.08,1.5184299,0.0264,0
1705,0.96,161.52801,0.5874,0
1706,0.8,6.252972,0.062,0
1707,0.99,22.183297,0.1486,0
1708,1.16,11.131786,0.103,0
1709,0.86,7.06424,0.068,0
1710,1.11,7.693641,0.079,0
1711,0.94,5.1762429,0.0586,0
1712,1.41,6.1082602,0.0706,0
1713,0.79,3.9466141,0.0471,0
1714,0.96,3.917951,0.0482,0
1715,0.97,4.0951393,0.0511,0
1716,1.04,47.312619,0.2788,0
1717,1.12,448.30356,0.6762,0
1718,1.12,9.878482,0.0932,0
1719,1.16,16.259458,0.132,0
1720,0.93,41.749882,0.231,0
1721,1.58,5.5460837,0.078,0
1722,0.82,2.795906,0.037,0
1723,1.05,5.2544939,0.0602,0
1724,0.97,29.022358,0.179,0
1725,0.9,3.698,0.046,0
1726,0.94,21.060801,0.1463,0
1727,0.66,509.9974,1.1218,0
1728,1.19,7.42609,0.0778,0
1729,0.67,36.065978,0.189,0
1730,0.2,8.689099,0.0514,0
1731,0.72,140.2524,0.4706,1
1732,1.34,3.5315902,0.05009,0
1733,1.3,8.001968,0.086692785,0
1734,0.63,3.936551,0.04305375,0
1735,0.96,4.884765,0.061865384,0
1736,1.01,2.310644,0.034379001,0
1737,0.84,5.945041,0.0599,0
1738,1.08,3.0321456,0.0421,0
1739,0.78,21.761299,0.1401,0
1740,0.84,34.096863,0.197,0
1741,1.16,8.1934719,0.0785,0
1742,1.04,11.8981,0.1012,0
1743,0.81,14.496481,0.109,0
1744,0.94,49.478199,0.2587,0
1745,0.93,21.512,0.15729174,0
1746,0.9,0.96286738,0.0183,0
1748,0.85,8.7799997,0.0787,0
1749,0.52,6.3092198,0.054,0
1750,0.82,154.43,0.5318016,1
1751,0.83,1.02587,0.0187,0
1752,0.59,16.8559,0.1082,0
1753,0.92,20.657801,0.1435,0
1754,1.0,6.388996,0.068,0
1755,1.22,4.5207265,0.0571,0
1756,0.97,3.7618211,0.047,0
1757,0.87,41.408313,0.2162,0
1758,0.8,2.2374927,0.0325,0
1759,0.9,3.3149463,0.0433,0
1760,1.03,147.974,0.5302,0
1761,0.84,16.542974,0.1229,0
1762,0.59,5.212333,0.047,0
1763,0.92,1.653888,0.027,0
1764,1.08,14.970418,0.125,0
1765,0.68,8.59545,0.07522815,0
1766,0.98,13.751243,0.112,0
1767,0.5,63.33627,0.26888475,1
1768,1.14,9.341,0.08985618,0
1769,0.87,7.834435,0.074330985,0
1770,0.98,2.508553,0.036,0
1771,1.16,10.300682,0.098,0
1772,0.82,2.633867,0.036,0
1773,0.97,20.342199,0.145,0
1774,1.03,6.097326,0.065,0
1775,0.94,30.826557,0.189,0
1776,0.94,8.26146,0.078431824,0
1777,0.09,2.421937,0.015800338,0
1778,0.94,2.35309,0.033888995,0
1779,1.02,3.5538229,0.046006672,0
1780,0.59,2.75564,0.032,0
1781,0.88,50.818947,0.26019462,0
1782,0.62,55.806,0.26,0
1783,0.65,3771.0,4.2158921,0
1784,0.67,7.90754,0.0681666,0
1785,0.8,6.441008,0.064578203,0
1786,0.51,600.1,1.1158303,0
1787,0.94,12.7064,0.1043,0
1788,1.1,48.648,0.2642,0
1789,0.96,20.050401,0.14,0
1790,0.86,7.49019,0.071,0
1791,1.17,31.805174,0.207,0
1792,1.11,28.7798,0.194,0
1793,0.94,9.360672,0.084,0
1794,1.14,8.586004,0.089,0
1795,0.8,41.194912,0.22,0
1796,1.1,15.274299,0.1243968,0
1797,0.64,18.137383,0.1132,0
1798,1.21,20.8613,0.16,0
1799,1.12,14.44912,0.120138,0
1800,0.79,8.465651,0.07975352,0
1801,0.85,6.766888,0.066,0
1802,1.06,6.155557,0.069,0
1803,0.86,17.460812,0.124,0
1804,1.05,13.137471,0.111,0
1805,1.16,7.466623,0.079,0
1806,1.11,17.406669,0.136,0
1807,0.82,5.925003,0.058,0
1808,0.82,11.349393,0.089,0
1809,0.83,20.026218,0.142,0
1810,0.97,4.431222,0.054,0
1811,0.86,36.277108,0.202,0
1812,0.84,91.773242,0.38,0
1813,1.03,8.1453,0.08,0
1814,1.27,14.435889,0.13880625,0
1815,0.98,4.244384,0.051,0
1816,0.79,4.60182,0.052,0
1817,0.79,11.187161,0.095,0
1818,0.97,5.839172,0.064,0
1819,0.99,21.853722,0.152,0
1820,1.16,38.131283,0.2322,0
1821,0.95,4.134444,0.052,0
1822,0.84,32.625555,0.191,0
1823,0.93,12.412183,0.105,0
1824,0.87,5.714606,0.063,0
1825,0.97,1.620493,0.027,0
1826,0.85,2.382667,0.034,0
1827,0.85,24.664551,0.16,0
1828,0.82,13.19722,0.103,0
1829,0.93,36.924931,0.217,0
1830,0.93,5.826662,0.064,0
1831,0.98,6.846262,0.069,0
1832,0.54,6.87745,0.06,0
1833,0.81,11.5553,0.0911,0
1834,0.81,44.840975,0.227,0
1835,1.09,14.427355,0.116,0
1836,0.58,19.271566,0.114,0
1837,0.98,67.831024,0.319,0
1838,0.85,2.580827,0.035,0
1839,0.9,7.4108627,0.0702,0
1840,0.9,5.2497254,0.0558,0
1841,0.96,3.468095,0.042,0
1842,0.96,29.221289,0.176,0
1843,0.9,10.435478,0.0881,0
1844,0.86,2.971353,0.038,0
1845,1.08,30.160546,0.2071656,0
1846,0.85,3.715335,0.045,0
1847,0.79,9.220524,0.082,0
1848,0.94,19.254196,0.144,0
1849,1.16,35.676062,0.224,0
1850,0.96,4.807091,0.056,0
1851,0.79,13.638723,0.106,0
1852,0.97,24.806,0.154,0
1853,0.6,11.008151,0.082,0
1854,0.89,33.884054,0.192,0
1855,1.08,125.8518,0.51,0
1856,1.02,20.350521,0.1431,0
1857,1.04,36.433345,0.2108,0
1858,0.94,54.155743,0.286,0
1859,1.02,30.184104,0.193,0
1860,0.95,3.701212,0.048,0
1861,0.89,21.526258,0.142,0
1862,0.95,10.218495,0.0927,0
1863,0.9,3.546511,0.047,0
1864,0.66,10.475464,0.08,0
1865,1.02,6.25725,0.06733813,0
1867,0.94,240.503,0.79080927,0
1868,1.01,10.060826,0.0894,0
1869,0.96,10.045569,0.0896,0
1870,1.07,10.423118,0.093,0
1871,0.29,4.7234,0.036993948,0
1872,0.86,12.493413,0.0994,0
1873,0.98,9.6137536,0.0897,0
1874,0.98,8.3137831,0.0821,0
1875,0.82,17.276296,0.1209,0
1876,1.41,22.09341,0.17347367,0
1877,0.94,2.58664,0.035618,0
1878,0.99,1.54168,0.026126,0
1879,1.02,67.844469,0.356,0
1880,1.09,20.678772,0.154,0
1881,1.05,9.693201,0.093,0
1882,0.93,10.558345,0.091,0
1883,1.26,15.170318,0.128,0
1884,1.08,23.22182,0.167,0
1885,0.93,125.59681,0.488,0
1886,0.89,131.458,0.60400226,0
1887,0.79,49.499875,0.246,0
1888,0.85,4.1762555,0.0483,0
1889,0.87,5.6325284,0.0598,0
1890,1.27,7.05677,0.076,0
1891,1.02,12.247629,0.105,0
1892,0.8,34.21154,0.189,0
1893,1.07,27.014976,0.182,0
1894,1.0,26.136,0.1786,0
1895,1.11,7.617608,0.0772,0
1896,0.99,11.03189,0.102,0
1897,0.99,25.762294,0.179,0
1898,1.19,11.189562,0.104,0
1899,1.0,27.666313,0.182,0
1900,0.61,9.387427,0.077,0
1901,0.77,16.75255,0.1262,0
1902,0.93,5.535309,0.06,0
1903,0.93,16.725948,0.126,0
1904,1.14,20.70565,0.1629,0
1905,0.93,34.763278,0.2,0
1906,0.67,12.904532,0.095,0
1907,0.67,31.200751,0.172,0
1908,1.02,10.664903,0.098,0
1909,0.93,11.829851,0.102,0
1910,0.82,6.791636,0.068,0
1911,0.82,11.837549,0.098,0
1912,0.64,3.173315,0.036,0
1913,0.64,13.297004,0.093,0
1914,0.65,24.209842,0.146,0
1915,1.05,4.01593,0.050604315,0
1916,0.96,3.114905,0.041168326,0
1917,0.94,2.3505614,0.03386,0
1918,1.08,570.1,1.4714859,0
1919,0.56,10.64387,0.078037852,0
1920,1.14,1675.0,3.422,0
1921,0.54,1.2916,0.01893402,0
1922,1.07,8.703,0.0847,0
1923,0.89,4.7,0.0527,0
1924,0.74,211.034,0.6266,0
1925,1.54,38.584228,0.2551,0
1926,1.07,3.1208292,0.0428,0
1927,1.12,3.2467293,0.044697139,0
1928,0.79,704.1984,1.2200246,0
1929,0.5,14.871572,0.094,0
1930,1.54,5.147878,0.0653,0
1931,0.18,4.871229,0.0301,0
1932,0.94,83.488369,0.381,0
1933,0.96,303.227,0.96473296,0
1934,0.88,4.4084002,0.052,0
1935,0.82,5.3920254,0.0583,0
1936,1.02,33.6727,0.19814737,0
1937,0.66,1.926907,0.026379389,0
1938,0.5,3.814334,0.0404,0
1939,2.03,2.724033,0.05053,0
1940,1.31,6.402513,0.07704456,0
1941,0.98,9.4341505,0.0881,0
1943,0.95,102.19,0.42253812,0
1944,0.83,12.550171,0.099304451,0
1945,0.92,12.2737,0.10118088,0
1946,0.87,6.771315,0.069131164,0
1947,1.09,8.098888,0.0832,0
1948,0.81,13.722341,0.0952032,0
1949,0.95,19.129473,0.1439,0
1950,0.9,10.526294,0.088,0
1951,0.84,23.589144,0.1429,0
1952,0.88,3.7287311,0.0455,0
1953,0.6,2.2433819,0.028,0
1954,0.97,6.3658416,0.0659,0
1955,0.79,2.337438,0.0325,0
1956,1.04,10.00653,0.0933,0
1957,0.76,15.375633,0.1121,0
1958,0.97,39.309419,0.2212,0
1959,0.51,8.0109434,0.0619,0
1960,1.02,172.70498,0.5886,0
1961,0.62,42.151642,0.2095,0
1962,0.93,5.8359831,0.0606,0
1963,0.95,18.684049,0.1396,0
1964,1.16,8.3984627,0.0835,0
1965,0.94,3.1792629,0.0418,0
1966,0.59,2.6130209,0.0298,0
1967,0.79,0.92785982,0.017,0
1968,1.01,6.9113442,0.072,0
1969,0.93,51.929276,0.2742,0
1970,0.81,0.56785714,0.0125,0
1971,0.82,11.427548,0.094,0
1972,1.28,30.229104,0.2072,0
1973,1.24,3.1800218,0.0456672,0
1974,0.49,4.353326,0.04208445,0
1975,1.01,4.0764326,0.0504,0
1976,0.62,9.795647,0.0785,0
1977,0.09,12.352446,0.046830101,1
1978,0.94,12.75758,0.10467079,0
1979,0.71,0.2803244,0.00747,0
1980,1.62,24.854624,0.1992,0
1981,1.09,7.9741981,0.0791,0
1982,1.09,1.8889791,0.0303,0
1983,0.51,28.599154,0.1422,0
1984,0.86,24.587216,0.1552,0
1985,1.16,7.0390237,0.0744,0
1986,0.92,7.3368394,0.0724,0
1987,1.01,8.6384772,0.0951,0
1988,1.04,9.9314356,0.0915,0
1989,1.16,20.49662,0.1447,0
1990,0.94,4.1524472,0.0616,0
1991,0.91,75.732,0.33950033,0
1992,0.91,3.4815925,0.0435,0
1993,0.93,6.4008762,0.0662,0
1994,1.05,27.665523,0.1754,0
1995,0.93,13.144976,0.1038,0
1996,0.75,32.376183,0.1789,0
1997,0.64,12.04,0.08347,0
1998,1.03,4.5972539,0.055,0
1999,0.73,7.05246,0.0648,0
2000,1.16,12.10971,0.1019,0
2001,0.73,0.9867873,0.0175,0
2002,0.92,328.23995,0.9084,0
2003,1.1,6.100278,0.066,0
2004,0.94,1.4753223,0.0309,0
2005,0.81,3.7557443,0.0453,0
2006,0.8,5.6449141,0.0571,0
2007,0.8,8.7429201,0.0765,0
2008,0.88,42.949565,0.2283,0
2009,0.67,11.419283,0.0795,0
2010,0.94,12.062224,0.0993,0
2011,0.6,92.743711,0.341,1
2012,1.07,11.296951,0.1033,0
2013,0.96,27.072377,0.181,0
2014,1.16,4.7579399,0.0547,0
2015,1.19,13.719334,0.1174,0
2016,1.02,3.4841299,0.0453,0
2017,1.09,83.5781,0.4256,0
2018,1.03,197.511,0.6711,0
2019,1.08,21.21709,0.1508,0
2020,0.99,5.6215394,0.0603,0
2021,1.0,40.606982,0.2259,0
2022,0.96,2.7523598,0.0375,0
2023,1.04,17.980124,0.1372,0
2024,0.97,81.16943,0.3554,0
2025,1.45,10.117165,0.1024,0
2026,0.92,21.385215,0.1409,0
2027,0.84,13.734698,0.101,0
2028,0.73,10.355847,0.085,0
2029,0.98,4.2415364,0.0491,0
2030,1.19,11.131251,0.1036,0
2031,0.93,40.058747,0.2265,0
2032,1.03,3.7736006,0.0453,0
2033,0.92,37.514456,0.213,0
2034,0.87,12.393586,0.0983,0
2035,0.58,5.728126,0.0519,0
2036,1.01,2.4370333,0.0351,0
2037,1.64,23.205846,0.1867,0
2038,1.14,10.214205,0.0966,0
2039,0.89,8.7041942,0.0772,0
2040,1.15,6.1469851,0.0695,0
2041,0.91,2.3589515,0.033,0
2042,1.19,30.863893,0.1978,0
2043,1.05,8.886593,0.0859275,0
2044,0.84,21.022477,0.1378,0
2045,1.03,4.0935733,0.0514,0
2046,1.08,3.6899263,0.0469,0
2047,0.92,25.216751,0.163,0
2048,0.95,76.422302,0.3462,0
2049,1.05,3.5957696,0.046,0
2050,1.19,15.987017,0.1297,0
2051,1.12,33.006,0.2129,0
2052,0.84,226.89047,0.6732,0
2053,1.19,20.422288,0.1536,0
2054,0.88,10.355332,0.0895,0
2055,0.91,3.5841012,0.0462,0
2056,1.06,4.1904256,0.0535,0
2057,0.49,268.94,0.812799,0
2058,1.02,0.90037648,0.0186,0
2059,1.08,7.073088,0.0756317,0
2060,1.08,3.09833,0.04271,0
2061,0.23,3.1190633,0.02528125,0
2062,0.99,8.1673603,0.0791,0
2063,1.04,17.815815,0.1352,0
2064,0.92,12.611907,0.1058,0
2065,1.25,8.5750355,0.0888,0
2066,0.91,51.54,0.26260643,0
2067,0.7,13.323883,0.0862,0
2068,1.08,15.866218,0.1225,0
2069,1.06,7.1930388,0.0744,0
2070,1.25,71.451778,0.3475,0
2071,1.07,49.622151,0.2726,0
2072,0.87,8.0880135,0.0753,0
2073,1.04,75.2,0.35318257,0
2074,1.02,9.30987,0.0866,0
2075,0.91,9.9768371,0.0849,0
2076,0.87,18.827473,0.1353,0
2077,0.82,1.2690904,0.0214,0
2078,1.57,11.089572,0.1114,0
2079,0.76,0.63133235,0.0116,0
2080,1.07,7.4074279,0.0745,0
2081,0.98,12.992073,0.1071,0
2082,0.83,4.8971878,0.0523,0
2083,0.94,29.619342,0.1817,0
2084,1.01,9.6518502,0.0872,0
2085,0.84,198.71125,0.6253,0
2086,0.76,5.7094049,0.052,0
2087,0.85,6.1048529,0.0583,0
2088,1.15,9.4288718,0.093,0
2089,1.15,4.0889902,0.0533,0
2090,1.08,1.0226788,0.019,0
2091,0.95,10.128048,0.0874,0
2092,0.94,116.58318,0.4572,0
2093,1.01,6.959,0.074776344,0
2094,0.97,40.428776,0.2244,0
2095,0.64,5.955,0.0522,0
2096,0.85,18.458471,0.1301,0
2097,0.87,1.9214374,0.0279,0
2098,1.09,4.86069,0.0578,0
2099,0.46,7.0971422,0.0533,0
2100,0.81,25.942203,0.165,0
2101,1.15,4.5143663,0.055,0
2102,1.02,33.385594,0.2012,0
2103,0.94,10.035386,0.0886,0
2104,1.1,4.4096655,0.0544,0
2105,0.99,85.351294,0.3751,0
2106,0.89,8.5069966,0.0802,0
2107,1.04,117.93109,0.4884,0
2108,1.05,4.4875891,0.0528,0
2109,0.99,9.1149903,0.0866,0
2110,0.88,3.1486645,0.039,0
2112,1.03,11.361123,0.1013,0
2113,1.04,5.1013794,0.058,0
2114,1.18,20.553384,0.1542,0
2115,1.09,40.068673,0.2234,0
2116,0.92,10.561342,0.0954,0
2117,0.96,15.594619,0.122,0
2118,1.21,4.594896,0.0566,0
2119,0.8,2.345863,0.0318,0
2120,0.77,71.525308,0.3091,0
2121,0.91,26.44,0.16830092,0
2122,0.92,150.24213,0.5375,0
2123,0.64,18.7547,0.1139,0
2124,1.01,21.358762,0.1539,0
2125,0.83,44.985188,0.2323,0
2126,1.78,186.76,0.775,0
2127,1.0,16.586176,0.127,0
2128,0.95,5.0827465,0.0572,0
2129,1.19,7.6384602,0.0797,0
2130,1.11,22.045902,0.1572,0
2131,0.87,9.803224,0.0916,0
2132,0.9,3.9895397,0.0449,0
2133,1.06,12.984956,0.1055,0
2134,0.89,6.531927,0.065,0
2135,1.01,0.92103214,0.0192,0
2136,0.96,49.4643,0.28776344,0
2137,0.59,3.5174944,0.0378,0
2138,0.98,10.350772,0.0907,0
2139,1.15,67.668827,0.3214,0
2140,0.87,14.20443,0.1041,0
2141,0.81,55.673831,0.2658,0
